

 21:55:43 29.93
 21:55:54 29.79
 21:56:00 29.76
 21:56:05 29.76
 21:56:10 29.73
 21:56:15 29.73
 21:56:21 29.80
 21:56:26 29.73
 21:56:31 29.80
 21:56:37 29.79
 21:56:42 29.73
 21:56:47 29.73
 21:56:53 29.66
 21:56:58 29.59
 21:57:03 29.53
 21:57:09 29.49
 21:57:14 29.49
 21:57:19 29.46
 21:57:25 29.46
 21:57:30 29.46
 21:57:35 29.46
 21:57:41 29.46
 21:57:46 29.46
 21:57:51 29.46
 21:57:56 29.53
 21:58:02 29.59
 21:58:07 29.73
 21:58:12 29.76
 21:58:18 29.80
 21:58:23 29.86
 21:58:28 29.86
 21:58:34 29.83
 21:58:39 29.80
 21:58:44 29.73
 21:58:49 29.59
 21:58:55 29.53
 21:59:00 29.56
 21:59:06 29.53
 21:59:11 29.53
 21:59:16 29.49
 21:59:21 29.53
 21:59:27 29.46
 21:59:32 29.46
 21:59:37 29.53
 21:59:43 29.63
 21:59:48 29.66
 21:59:53 29.56
 21:59:59 29.53
 22:00:04 29.53
 22:00:09 29.56
 22:00:14 29.73
 22:00:20 29.86
 22:00:25 29.80
 22:00:31 29.76
 22:00:36 29.73
 22:00:41 29.66
 22:00:46 29.73
 22:00:52 29.59
 22:00:57 29.52
 22:01:02 29.48
 22:01:08 29.59
 22:01:13 29.58
 22:01:18 29.72
 22:01:24 29.72
 22:01:29 29.96
 22:01:34 29.99
 22:01:40 29.96
 22:01:45 29.86
 22:01:50 29.76
 22:01:56 29.69
 22:02:01 29.72
 22:02:06 29.72
 22:02:11 29.66
 22:02:17 29.65
 22:02:22 29.59
 22:02:27 29.59
 22:02:33 29.59
 22:02:38 29.59
 22:02:43 29.55
 22:02:49 29.58
 22:02:54 29.65
 22:02:59 29.79
 22:03:04 29.89
 22:03:10 29.86
 22:03:15 29.72
 22:03:21 29.69
 22:03:26 29.66
 22:03:31 29.79
 22:03:36 29.86
 22:03:42 29.79
 22:03:47 29.65
 22:03:52 29.66
 22:03:58 29.66
 22:04:03 29.62
 22:04:08 29.66
 22:04:14 29.66
 22:04:19 29.65
 22:04:24 29.65
 22:04:30 29.65
 22:04:35 29.65
 22:04:40 29.65
 22:04:45 29.65
 22:04:51 29.65
 22:04:56 29.65
 22:05:01 29.59
 22:05:07 29.59
 22:05:12 29.55
 22:05:17 29.52
 22:05:23 29.52
 22:05:28 29.52
 22:05:33 29.52
 22:05:39 29.48
 22:05:44 29.49
 22:05:49 29.52
 22:05:54 29.52
 22:06:00 29.52
 22:06:05 29.58
 22:06:11 29.65
 22:06:16 29.72
 22:06:21 29.79
 22:06:26 29.79
 22:06:32 29.79
 22:06:37 29.86
 22:06:42 29.99
 22:06:48 29.92
 22:06:53 29.92
 22:06:58 29.85
 22:07:04 29.79
 22:07:09 29.79
 22:07:14 29.92
 22:07:19 29.92
 22:07:25 29.95
 22:07:30 29.92
 22:07:36 29.89
 22:07:41 29.85
 22:07:46 29.79
 22:07:51 29.75
 22:07:57 29.85
 22:08:02 29.92
 22:08:07 29.95
 22:08:13 30.2
 22:08:18 29.99
 22:08:23 29.99
 22:08:29 29.99
 22:08:34 29.92
 22:08:39 29.92
 22:08:44 29.92
 22:08:50 29.92
 22:08:55 29.85
 22:09:01 29.89
 22:09:06 29.92
 22:09:11 29.92
 22:09:16 29.95
 22:09:22 29.95
 22:09:27 29.99
 22:09:32 29.99
 22:09:38 29.92
 22:09:43 29.92
 22:09:48 29.92
 22:09:54 29.85
 22:09:59 29.85
 22:10:04 29.92
 22:10:10 29.88
 22:10:15 29.92
 22:10:20 29.85
 22:10:25 29.78
 22:10:31 29.78
 22:10:36 29.71
 22:10:41 29.71
 22:10:47 29.71
 22:10:52 29.71
 22:10:57 29.71
 22:11:03 29.75
 22:11:08 29.78
 22:11:13 29.78
 22:11:19 29.82
 22:11:24 29.78
 22:11:29 29.75
 22:11:34 29.71
 22:11:40 29.71
 22:11:45 29.75
 22:11:50 29.78
 22:11:56 29.81
 22:12:01 29.78
 22:12:06 29.71
 22:12:12 29.75
 22:12:17 29.71
 22:12:22 29.68
 22:12:28 29.71
 22:12:33 29.85
 22:12:38 29.91
 22:12:44 29.98
 22:12:49 29.88
 22:12:54 29.78
 22:13:00 29.74
 22:13:05 29.71
 22:13:10 29.71
 22:13:16 29.71
 22:13:21 29.64
 22:13:26 29.64
 22:13:31 29.57
 22:13:37 29.64
 22:13:42 29.64
 22:13:47 29.71
 22:13:53 29.74
 22:13:58 29.71
 22:14:03 29.71
 22:14:08 29.71
 22:14:14 29.71
 22:14:19 29.67
 22:14:25 29.67
 22:14:30 29.71
 22:14:35 29.74
 22:14:41 29.71
 22:14:46 29.67
 22:14:51 29.67
 22:14:56 29.64
 22:15:02 29.61
 22:15:07 29.61
 22:15:12 29.57
 22:15:18 29.57
 22:15:23 29.71
 22:15:28 29.67
 22:15:34 29.64
 22:15:39 29.64
 22:15:44 29.64
 22:15:49 29.64
 22:15:55 29.64
 22:16:00 29.64
 22:16:06 29.57
 22:16:11 29.50
 22:16:16 29.50
 22:16:21 29.71
 22:16:27 30.8
 22:16:32 29.95
 22:16:37 29.81
 22:16:43 29.71
 22:16:48 29.71
 22:16:53 29.71
 22:16:59 29.71
 22:17:04 29.71
 22:17:09 29.67
 22:17:14 29.64
 22:17:20 29.61
 22:17:25 29.50
 22:17:31 29.54
 22:17:36 29.54
 22:17:41 29.57
 22:17:46 29.57
 22:17:52 29.57
 22:17:57 29.57
 22:18:02 29.54
 22:18:08 29.54
 22:18:13 29.54
 22:18:18 29.57
 22:18:24 29.64
 22:18:29 29.57
 22:18:34 29.57
 22:18:40 29.57
 22:18:45 29.50
 22:18:50 29.50
 22:18:56 29.50
 22:19:01 29.50
 22:19:06 29.50
 22:19:11 29.50
 22:19:17 29.57
 22:19:22 29.54
 22:19:27 29.57
 22:19:33 29.57
 22:19:38 29.57
 22:19:43 29.53
 22:19:48 29.54
 22:19:54 29.54
 22:19:59 29.50
 22:20:05 29.43
 22:20:10 29.50
 22:20:15 29.50
 22:20:21 29.57
 22:20:26 29.60
 22:20:31 29.60
 22:20:36 29.60
 22:20:42 29.64
 22:20:47 29.57
 22:20:52 29.57
 22:20:58 29.53
 22:21:03 29.50
 22:21:08 29.50
 22:21:14 29.50
 22:21:19 29.50
 22:21:24 29.53
 22:21:29 29.50
 22:21:35 29.50
 22:21:40 29.57
 22:21:45 29.57
 22:21:51 29.50
 22:21:56 29.47
 22:22:01 29.53
 22:22:07 29.50
 22:22:12 29.50
 22:22:17 29.46
 22:22:23 29.46
 22:22:28 29.50
 22:22:33 29.43
 22:22:39 29.43
 22:22:44 29.43
 22:22:49 29.43
 22:22:54 29.43
 22:23:00 29.46
 22:23:05 29.50
 22:23:10 29.50
 22:23:16 29.50
 22:23:21 29.57
 22:23:26 29.57
 22:23:32 29.57
 22:23:37 29.57
 22:23:42 29.56
 22:23:48 29.50
 22:23:53 29.50
 22:23:58 29.50
 22:24:04 29.57
 22:24:09 29.56
 22:24:14 29.57
 22:24:19 29.50
 22:24:25 29.56
 22:24:30 29.56
 22:24:35 29.50
 22:24:41 29.56
 22:24:46 29.56
 22:24:51 29.50
 22:24:57 29.50
 22:25:02 29.50
 22:25:07 29.56
 22:25:13 29.56
 22:25:18 29.53
 22:25:23 29.53
 22:25:29 29.56
