

52 33.95
52 33.95
52 34.75
52 34.75
52 34.25
52 34.25
52 33.27
52 33.27
52 32.80
52 32.80
52 33.0
52 33.0
52 32.87
52 32.87
53 32.43
53 32.43
53 32.19
53 32.19
53 32.23
53 32.23
53 32.26
53 32.26
53 31.79
53 31.79
53 32.13
53 32.13
53 32.94
53 32.94
53 33.24
53 33.24
53 32.53
53 32.53
53 32.60
53 32.60
53 32.80
53 32.80
54 32.67
54 32.67
54 32.33
54 32.33
54 32.3
54 32.3
54 32.26
54 32.26
54 32.94
54 32.94
54 33.4
54 33.4
54 32.74
54 32.74
54 32.57
54 32.57
54 32.53
54 32.53
54 32.53
54 32.53
54 32.87
54 32.87
55 33.1
55 33.1
55 32.87
55 32.87
55 32.74
55 32.74
55 32.84
55 32.84
55 33.0
55 33.0
55 33.7
55 33.7
55 32.90
55 32.90
55 32.94
55 32.94
55 33.17
55 33.17
55 33.34
55 33.34
55 33.24
55 33.24
56 33.1
56 33.1
56 32.94
56 32.94
56 32.74
56 32.74
56 32.64
56 32.64
56 32.60
56 32.60
56 32.23
56 32.23
56 32.33
56 32.33
56 32.13
56 32.13
56 32.9
56 32.9
56 32.40
56 32.40
56 32.67
56 32.67
56 32.80
56 32.80
57 32.94
57 32.94
57 33.1
57 33.1
57 32.60
57 32.60
57 32.6
57 32.6
57 31.83
57 31.83
57 31.79
57 31.79
57 31.99
57 31.99
57 32.23
57 32.23
57 32.26
57 32.26
57 32.6
57 32.6
57 31.93
57 31.93
58 32.23
58 32.23
58 32.40
58 32.40
58 32.40
58 32.40
58 32.60
58 32.60
58 32.74
58 32.74
58 32.53
58 32.53
58 32.40
58 32.40
58 32.26
58 32.26
58 32.26
58 32.26
58 32.40
58 32.40
58 32.47
58 32.47
59 32.33
59 32.33
59 32.0
59 32.0
59 31.79
59 31.79
59 31.55
59 31.55
59 31.52
59 31.52
59 31.72
59 31.72
59 31.89
59 31.89
59 31.93
59 31.93
59 31.99
59 31.99
59 31.72
59 31.72
59 31.79
59 31.79
59 32.6
59 32.6
00 32.47
00 32.47
00 32.43
00 32.43
00 32.13
00 32.13
00 32.23
00 32.23
00 32.16
00 32.16
00 32.6
00 32.6
00 32.26
00 32.26
00 32.47
00 32.47
00 33.27
00 33.27
00 33.7
00 33.7
00 33.1
00 33.1
01 32.60
01 32.60
01 32.40
01 32.40
01 32.6
01 32.6
01 32.10
01 32.10
01 32.67
01 32.67
01 33.41
01 33.41
01 33.65
01 33.65
01 33.75
01 33.75
01 33.75
01 33.75
01 33.54
01 33.54
01 33.38
01 33.38
02 33.11
02 33.11
02 33.1
02 33.1
02 33.4
02 33.4
02 32.90
02 32.90
02 32.50
02 32.50
02 32.26
02 32.26
02 32.20
02 32.20
02 32.13
02 32.13
02 31.93
02 31.93
02 31.86
02 31.86
02 32.60
02 32.60
02 32.74
02 32.74
03 32.74
03 32.74
03 32.70
03 32.70
03 32.67
03 32.67
03 32.67
03 32.67
03 32.80
03 32.80
03 32.80
03 32.80
03 33.17
